name,price,image,info,type,stocks,brand,color
'Hard Boards',230.31,'RES/RES/hardboards.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Board',53,'Generic','red'
'Hinges',360.05,'RES/RES/hinges.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Hinge',37,'Dewalt','orange'
'Hucks Fastener',429.88,'RES/RES/hucksFastener.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Bolts',92,'Stanley,'green'
'Joint',301.79,'RES/RES/joint.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Joint',71,'Stanley,'red'
'JuteRope',46.33,'RES/RES/juteRope.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Rope',94,'Ridgid','blue'
'Linoleum',196.86,'RES/RES/linoleum.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Floor',48,'Dewalt','green'
'Padlock',332.72,'RES/RES/lock.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Padlock',43,'Makita','red'
'Manila Rope',421.13,'RES/RES/manilaRope.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Rope',70,'Dewalt','yellow'
'Mid Steel Nails',64.25,'RES/RES/mildSteelNails.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Nails',29,'Bosch','green'
'Nylon Rope',144,'RES/RES/nylonRope.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Rope',34,'Generic','blue'
'Pipe Wrench',112.37,'RES/RES/pipeWrench.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Wrench',82,'Generic','red'
'Plaster',206.53,'RES/RES/plaster.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Cement',81,'Makita','blue'
'Plastic Boards',220.25,'RES/RES/plasticBoards.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Boards',11,'Bosch','orange'
'Pliers',298.55,'RES/RES/pliers.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Pliers',14,'Kobalt','yellow'
'Primer',102.94,'RES/RES/primer.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Paint',96,'Kobalt','red'
'PVC Pipe',191.86,'RES/RES/pvcPipe.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Pipe',10,'Generic','red'
'RCC Pipe',299.95,'RES/RES/rccPipe.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Pipe',53,'Kobalt','red'
'Rolled Roofing',84.85,'RES/RES/rolledRoofing.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Floor',75,'Makita','red'
'Screwdriver',340.7,'RES/RES/screwDriver.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Screwdriver',33,'Ridgid','red'
'Screws',369.88,'RES/RES/screws.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Screws',60,'Bosch','red'
'Adjustable Wrench',390.02,'RES/RES/sliWrench.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Wrench',53,'Dewalt','yellow'
'Soldering Iron',425.22,'RES/RES/solderingIron.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Soldering Iron',62,'Makita','yellow'
'Tape Measure',228.23,'RES/RES/tapeMeasure.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Measure',38,'Dewalt','green'
'Thinners',296.53,'RES/RES/thinners.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Thinner',37,'Stanley,'green'
'Tile Grout',35.22,'RES/RES/tileGrout.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Floor',50,'Dewalt','yellow'
'Tiles',213.57,'RES/RES/tiles.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Floor',60,'Makita','red'
'Wood Varnish',83.29,'RES/RES/varnish.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Varnish',58,'Ridgid','orange'
'Veneer Panels',321.16,'RES/RES/veneerPanels.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Panels',92,'Generic','white'
'Washers',351.97,'RES/RES/washers.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Washers',22,'Kobalt','red'
'Welding Glass',400.41,'RES/RES/weldingGlass.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Glass',40,'Ridgid','orange'
'Welding Rod',423.01,'RES/RES/weldingRod.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Rod',52,'Stanley,'blue'
'Wire Net',490.44,'RES/RES/wireNet.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Wire net',77,'Dewalt','green'
'Wire Rope',59.41,'RES/RES/wireRope.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Rope',59,'Bosch','green'
'Wooden Board',366.95,'RES/RES/woodenBoard.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Board',68,'Makita','green'
'Wood Preservative',23.29,'RES/RES/woodPreservative.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Preservative',52,'Dewalt','orange'
'Z-Bar',311.37,'RES/RES/zBar.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Bar',95,'Generic','white'
'Allen Key',19.13,'RES/RES/allenKey.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Wrench',76,'Stanley,'yellow'
'Band Clamp',176.17,'RES/RES/bandClamp.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Clamp',96,'Makita','orange'
'Bricks',440.08,'RES/RES/bricks.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Bricks',80,'Stanley,'yellow'
'Cable Cutter',491.8,'RES/RES/cableCutter.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Cutter',46,'Kobalt','orange'
'Cement',183.15,'RES/RES/cement.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Cement',48,'Kobalt','red'
'Corrugated Metal Sheets',13.14,'RES/RES/corrugatedMetalSheets.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Sheets',34,'Ridgid','white'
'Door Handles',229.17,'RES/RES/doorHandles.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Handles',19,'Ridgid','white'
'Double Open End Wrench',370.33,'RES/RES/doubleOpenEndWrench.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Wrench',71,'Stanley,'green'
'Drill Bit',320.06,'RES/RES/drillBit.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Drill',68,'Bosch','white'
'Flat Bar',212.46,'RES/RES/flatBar.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Bar',72,'Kobalt','blue'
'GI Pipe',432.5,'RES/RES/giPipe.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Pipe',7,'Makita','red'
'Hammer',365.23,'RES/RES/hammer.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Hammer',95,'Bosch','yellow'
'Hand Drill',155.26,'RES/RES/handDrill.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Drill',35,'Stanley,'red'
'Hand Saw',310.5,'RES/RES/handSaw.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Saw',25,'Kobalt','orange'
'Hard Boards',338.71,'RES/RES/hardboards.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Board',75,'Bosch','red'
